SalesOrderNumber;DueDate;ShipDate;OnlineOrderFlag;CustomerID;SalesPersonID;SubTotal;TaxAmt;Freight;TotalDue
SO44622;2011-10-21 00:00:00.000;2011-10-16 00:00:00.000;1;13771;NULL;3578,27;286,2616;89,4568;3953,9884
SO44623;2011-10-22 00:00:00.000;2011-10-17 00:00:00.000;1;12301;NULL;3578,27;286,2616;89,4568;3953,9884
SO44624;2011-10-22 00:00:00.000;2011-10-17 00:00:00.000;1;19357;NULL;699,0982;55,9279;17,4775;772,5036
SO44625;2011-10-22 00:00:00.000;2011-10-17 00:00:00.000;1;28658;NULL;3578,27;286,2616;89,4568;3953,9884
SO44626;2011-10-22 00:00:00.000;2011-10-17 00:00:00.000;1;18272;NULL;3578,27;286,2616;89,4568;3953,9884
SO44627;2011-10-22 00:00:00.000;2011-10-17 00:00:00.000;1;11109;NULL;3374,99;269,9992;84,3748;3729,364
SO44628;2011-10-22 00:00:00.000;2011-10-17 00:00:00.000;1;11356;NULL;3374,99;269,9992;84,3748;3729,364
SO44629;2011-10-22 00:00:00.000;2011-10-17 00:00:00.000;1;18209;NULL;3578,27;286,2616;89,4568;3953,9884
SO44630;2011-10-23 00:00:00.000;2011-10-18 00:00:00.000;1;28765;NULL;3578,27;286,2616;89,4568;3953,9884
SO44631;2011-10-23 00:00:00.000;2011-10-18 00:00:00.000;1;28629;NULL;3578,27;286,2616;89,4568;3953,9884
SO44632;2011-10-23 00:00:00.000;2011-10-18 00:00:00.000;1;18196;NULL;3578,27;286,2616;89,4568;3953,9884
SO44633;2011-10-23 00:00:00.000;2011-10-18 00:00:00.000;1;18203;NULL;3578,27;286,2616;89,4568;3953,9884
SO44634;2011-10-23 00:00:00.000;2011-10-18 00:00:00.000;1;18213;NULL;3578,27;286,2616;89,4568;3953,9884
SO44635;2011-10-23 00:00:00.000;2011-10-18 00:00:00.000;1;18218;NULL;3578,27;286,2616;89,4568;3953,9884
SO44636;2011-10-24 00:00:00.000;2011-10-19 00:00:00.000;1;14705;NULL;3578,27;286,2616;89,4568;3953,9884
SO44637;2011-10-24 00:00:00.000;2011-10-19 00:00:00.000;1;28644;NULL;3578,27;286,2616;89,4568;3953,9884
SO44638;2011-10-24 00:00:00.000;2011-10-19 00:00:00.000;1;28651;NULL;3578,27;286,2616;89,4568;3953,9884
SO44639;2011-10-24 00:00:00.000;2011-10-19 00:00:00.000;1;14617;NULL;699,0982;55,9279;17,4775;772,5036
SO44640;2011-10-24 00:00:00.000;2011-10-19 00:00:00.000;1;18246;NULL;3578,27;286,2616;89,4568;3953,9884
SO44641;2011-10-24 00:00:00.000;2011-10-19 00:00:00.000;1;18255;NULL;3578,27;286,2616;89,4568;3953,9884
SO44642;2011-10-24 00:00:00.000;2011-10-19 00:00:00.000;1;25567;NULL;699,0982;55,9279;17,4775;772,5036
SO44643;2011-10-25 00:00:00.000;2011-10-20 00:00:00.000;1;12280;NULL;3578,27;286,2616;89,4568;3953,9884
SO44644;2011-10-25 00:00:00.000;2011-10-20 00:00:00.000;1;12279;NULL;3578,27;286,2616;89,4568;3953,9884
SO44645;2011-10-25 00:00:00.000;2011-10-20 00:00:00.000;1;11344;NULL;3399,99;271,9992;84,9998;3756,989
SO44646;2011-10-25 00:00:00.000;2011-10-20 00:00:00.000;1;29449;NULL;3399,99;271,9992;84,9998;3756,989
SO44647;2011-10-25 00:00:00.000;2011-10-20 00:00:00.000;1;28770;NULL;3578,27;286,2616;89,4568;3953,9884
SO44648;2011-10-25 00:00:00.000;2011-10-20 00:00:00.000;1;25916;NULL;3399,99;271,9992;84,9998;3756,989
SO44649;2011-10-25 00:00:00.000;2011-10-20 00:00:00.000;1;25924;NULL;3399,99;271,9992;84,9998;3756,989
SO44650;2011-10-25 00:00:00.000;2011-10-20 00:00:00.000;1;11147;NULL;3374,99;269,9992;84,3748;3729,364
SO44651;2011-10-26 00:00:00.000;2011-10-21 00:00:00.000;1;14720;NULL;3578,27;286,2616;89,4568;3953,9884
SO44652;2011-10-26 00:00:00.000;2011-10-21 00:00:00.000;1;28407;NULL;3374,99;269,9992;84,3748;3729,364
SO44653;2011-10-26 00:00:00.000;2011-10-21 00:00:00.000;1;20170;NULL;699,0982;55,9279;17,4775;772,5036
SO44654;2011-10-26 00:00:00.000;2011-10-21 00:00:00.000;1;28619;NULL;3578,27;286,2616;89,4568;3953,9884
SO44655;2011-10-26 00:00:00.000;2011-10-21 00:00:00.000;1;11105;NULL;3399,99;271,9992;84,9998;3756,989
SO44656;2011-10-26 00:00:00.000;2011-10-21 00:00:00.000;1;18275;NULL;3578,27;286,2616;89,4568;3953,9884
SO44657;2011-10-26 00:00:00.000;2011-10-21 00:00:00.000;1;11120;NULL;3374,99;269,9992;84,3748;3729,364
SO44658;2011-10-26 00:00:00.000;2011-10-21 00:00:00.000;1;18201;NULL;3578,27;286,2616;89,4568;3953,9884
SO44659;2011-10-26 00:00:00.000;2011-10-21 00:00:00.000;1;18208;NULL;3578,27;286,2616;89,4568;3953,9884
SO44660;2011-10-27 00:00:00.000;2011-10-22 00:00:00.000;1;28775;NULL;3578,27;286,2616;89,4568;3953,9884
SO44661;2011-10-27 00:00:00.000;2011-10-22 00:00:00.000;1;14639;NULL;699,0982;55,9279;17,4775;772,5036
SO44662;2011-10-27 00:00:00.000;2011-10-22 00:00:00.000;1;11151;NULL;3374,99;269,9992;84,3748;3729,364
SO44663;2011-10-27 00:00:00.000;2011-10-22 00:00:00.000;1;18212;NULL;3578,27;286,2616;89,4568;3953,9884
SO44664;2011-10-27 00:00:00.000;2011-10-22 00:00:00.000;1;18222;NULL;3578,27;286,2616;89,4568;3953,9884
SO44665;2011-10-27 00:00:00.000;2011-10-22 00:00:00.000;1;25564;NULL;699,0982;55,9279;17,4775;772,5036
SO44666;2011-10-28 00:00:00.000;2011-10-23 00:00:00.000;1;28763;NULL;3578,27;286,2616;89,4568;3953,9884
SO44667;2011-10-28 00:00:00.000;2011-10-23 00:00:00.000;1;28795;NULL;3578,27;286,2616;89,4568;3953,9884
SO44668;2011-10-28 00:00:00.000;2011-10-23 00:00:00.000;1;28621;NULL;3578,27;286,2616;89,4568;3953,9884
SO44669;2011-10-28 00:00:00.000;2011-10-23 00:00:00.000;1;25942;NULL;3374,99;269,9992;84,3748;3729,364
SO44670;2011-10-28 00:00:00.000;2011-10-23 00:00:00.000;1;18245;NULL;3578,27;286,2616;89,4568;3953,9884
SO44671;2011-10-28 00:00:00.000;2011-10-23 00:00:00.000;1;18268;NULL;3578,27;286,2616;89,4568;3953,9884
SO44672;2011-10-28 00:00:00.000;2011-10-23 00:00:00.000;1;18207;NULL;3578,27;286,2616;89,4568;3953,9884
SO44673;2011-10-29 00:00:00.000;2011-10-24 00:00:00.000;1;13790;NULL;3578,27;286,2616;89,4568;3953,9884
SO44674;2011-10-29 00:00:00.000;2011-10-24 00:00:00.000;1;28635;NULL;3578,27;286,2616;89,4568;3953,9884
SO44675;2011-10-29 00:00:00.000;2011-10-24 00:00:00.000;1;25566;NULL;699,0982;55,9279;17,4775;772,5036
SO44676;2011-10-29 00:00:00.000;2011-10-24 00:00:00.000;1;18198;NULL;3578,27;286,2616;89,4568;3953,9884
SO44677;2011-10-30 00:00:00.000;2011-10-25 00:00:00.000;1;22233;NULL;3578,27;286,2616;89,4568;3953,9884
SO44678;2011-10-30 00:00:00.000;2011-10-25 00:00:00.000;1;22121;NULL;3578,27;286,2616;89,4568;3953,9884
SO44679;2011-10-30 00:00:00.000;2011-10-25 00:00:00.000;1;11106;NULL;3399,99;271,9992;84,9998;3756,989
SO44680;2011-10-31 00:00:00.000;2011-10-26 00:00:00.000;1;12296;NULL;3578,27;286,2616;89,4568;3953,9884
SO44681;2011-10-31 00:00:00.000;2011-10-26 00:00:00.000;1;17982;NULL;699,0982;55,9279;17,4775;772,5036
SO44682;2011-10-31 00:00:00.000;2011-10-26 00:00:00.000;1;28797;NULL;3578,27;286,2616;89,4568;3953,9884
SO44683;2011-10-31 00:00:00.000;2011-10-26 00:00:00.000;1;28799;NULL;3578,27;286,2616;89,4568;3953,9884
SO44684;2011-10-31 00:00:00.000;2011-10-26 00:00:00.000;1;28643;NULL;3578,27;286,2616;89,4568;3953,9884
SO44685;2011-10-31 00:00:00.000;2011-10-26 00:00:00.000;1;18249;NULL;3578,27;286,2616;89,4568;3953,9884
SO44686;2011-11-01 00:00:00.000;2011-10-27 00:00:00.000;1;14712;NULL;3578,27;286,2616;89,4568;3953,9884
SO44687;2011-11-01 00:00:00.000;2011-10-27 00:00:00.000;1;20172;NULL;699,0982;55,9279;17,4775;772,5036
SO44688;2011-11-01 00:00:00.000;2011-10-27 00:00:00.000;1;18244;NULL;3578,27;286,2616;89,4568;3953,9884
SO44689;2011-11-01 00:00:00.000;2011-10-27 00:00:00.000;1;18269;NULL;3578,27;286,2616;89,4568;3953,9884
SO44690;2011-11-01 00:00:00.000;2011-10-27 00:00:00.000;1;11111;NULL;3399,99;271,9992;84,9998;3756,989
SO44691;2011-11-02 00:00:00.000;2011-10-28 00:00:00.000;1;28414;NULL;3399,99;271,9992;84,9998;3756,989
SO44692;2011-11-02 00:00:00.000;2011-10-28 00:00:00.000;1;28670;NULL;3578,27;286,2616;89,4568;3953,9884
SO44693;2011-11-02 00:00:00.000;2011-10-28 00:00:00.000;1;28676;NULL;3578,27;286,2616;89,4568;3953,9884
SO44694;2011-11-02 00:00:00.000;2011-10-28 00:00:00.000;1;22232;NULL;3578,27;286,2616;89,4568;3953,9884
SO44695;2011-11-02 00:00:00.000;2011-10-28 00:00:00.000;1;19855;NULL;3399,99;271,9992;84,9998;3756,989
SO44696;2011-11-02 00:00:00.000;2011-10-28 00:00:00.000;1;18254;NULL;3578,27;286,2616;89,4568;3953,9884
SO44697;2011-11-03 00:00:00.000;2011-10-29 00:00:00.000;1;18219;NULL;3578,27;286,2616;89,4568;3953,9884
SO44698;2011-11-03 00:00:00.000;2011-10-29 00:00:00.000;1;25565;NULL;699,0982;55,9279;17,4775;772,5036
SO44699;2011-11-04 00:00:00.000;2011-10-30 00:00:00.000;1;22234;NULL;3578,27;286,2616;89,4568;3953,9884
SO44700;2011-11-04 00:00:00.000;2011-10-30 00:00:00.000;1;28769;NULL;3578,27;286,2616;89,4568;3953,9884
SO44701;2011-11-04 00:00:00.000;2011-10-30 00:00:00.000;1;14636;NULL;699,0982;55,9279;17,4775;772,5036
SO44702;2011-11-04 00:00:00.000;2011-10-30 00:00:00.000;1;18260;NULL;3578,27;286,2616;89,4568;3953,9884
SO44703;2011-11-05 00:00:00.000;2011-10-31 00:00:00.000;1;12300;NULL;3578,27;286,2616;89,4568;3953,9884
SO44704;2011-11-05 00:00:00.000;2011-10-31 00:00:00.000;1;29403;NULL;3374,99;269,9992;84,3748;3729,364
SO44705;2011-11-05 00:00:00.000;2011-10-31 00:00:00.000;1;28678;NULL;3578,27;286,2616;89,4568;3953,9884
SO44706;2011-11-05 00:00:00.000;2011-10-31 00:00:00.000;1;28618;NULL;3578,27;286,2616;89,4568;3953,9884
SO44707;2011-11-05 00:00:00.000;2011-10-31 00:00:00.000;1;28649;NULL;3578,27;286,2616;89,4568;3953,9884
SO44708;2011-11-05 00:00:00.000;2011-10-31 00:00:00.000;1;25909;NULL;3374,99;269,9992;84,3748;3729,364
SO44709;2011-11-05 00:00:00.000;2011-10-31 00:00:00.000;1;18240;NULL;3578,27;286,2616;89,4568;3953,9884
SO44710;2011-11-06 00:00:00.000;2011-11-01 00:00:00.000;1;28674;NULL;3578,27;286,2616;89,4568;3953,9884
SO44711;2011-11-06 00:00:00.000;2011-11-01 00:00:00.000;1;18248;NULL;3578,27;286,2616;89,4568;3953,9884
SO44712;2011-11-06 00:00:00.000;2011-11-01 00:00:00.000;1;11112;NULL;3374,99;269,9992;84,3748;3729,364
SO44713;2011-11-07 00:00:00.000;2011-11-02 00:00:00.000;1;22128;NULL;3578,27;286,2616;89,4568;3953,9884
SO44714;2011-11-07 00:00:00.000;2011-11-02 00:00:00.000;1;28657;NULL;3578,27;286,2616;89,4568;3953,9884
SO44715;2011-11-07 00:00:00.000;2011-11-02 00:00:00.000;1;22182;NULL;3578,27;286,2616;89,4568;3953,9884
SO44716;2011-11-07 00:00:00.000;2011-11-02 00:00:00.000;1;22230;NULL;3578,27;286,2616;89,4568;3953,9884
SO44717;2011-11-07 00:00:00.000;2011-11-02 00:00:00.000;1;14616;NULL;699,0982;55,9279;17,4775;772,5036
SO44718;2011-11-07 00:00:00.000;2011-11-02 00:00:00.000;1;18239;NULL;3578,27;286,2616;89,4568;3953,9884
SO44719;2011-11-08 00:00:00.000;2011-11-03 00:00:00.000;1;14700;NULL;3578,27;286,2616;89,4568;3953,9884
SO44720;2011-11-08 00:00:00.000;2011-11-03 00:00:00.000;1;28625;NULL;3578,27;286,2616;89,4568;3953,9884
SO44721;2011-11-08 00:00:00.000;2011-11-03 00:00:00.000;1;26643;NULL;699,0982;55,9279;17,4775;772,5036
SO44722;2011-11-09 00:00:00.000;2011-11-04 00:00:00.000;1;13774;NULL;3578,27;286,2616;89,4568;3953,9884
SO44723;2011-11-09 00:00:00.000;2011-11-04 00:00:00.000;1;29410;NULL;3399,99;271,9992;84,9998;3756,989
SO44724;2011-11-09 00:00:00.000;2011-11-04 00:00:00.000;1;28665;NULL;3578,27;286,2616;89,4568;3953,9884
SO44725;2011-11-09 00:00:00.000;2011-11-04 00:00:00.000;1;25910;NULL;3399,99;271,9992;84,9998;3756,989
SO44726;2011-11-09 00:00:00.000;2011-11-04 00:00:00.000;1;14614;NULL;699,0982;55,9279;17,4775;772,5036
SO44727;2011-11-09 00:00:00.000;2011-11-04 00:00:00.000;1;18273;NULL;3578,27;286,2616;89,4568;3953,9884
SO44728;2011-11-09 00:00:00.000;2011-11-04 00:00:00.000;1;11126;NULL;3399,99;271,9992;84,9998;3756,989
SO44729;2011-11-10 00:00:00.000;2011-11-05 00:00:00.000;1;12307;NULL;3578,27;286,2616;89,4568;3953,9884
SO44730;2011-11-10 00:00:00.000;2011-11-05 00:00:00.000;1;14697;NULL;3578,27;286,2616;89,4568;3953,9884
SO44731;2011-11-10 00:00:00.000;2011-11-05 00:00:00.000;1;28661;NULL;3578,27;286,2616;89,4568;3953,9884
SO44732;2011-11-10 00:00:00.000;2011-11-05 00:00:00.000;1;18251;NULL;3578,27;286,2616;89,4568;3953,9884
SO44733;2011-11-10 00:00:00.000;2011-11-05 00:00:00.000;1;18214;NULL;3578,27;286,2616;89,4568;3953,9884
SO44734;2011-11-11 00:00:00.000;2011-11-06 00:00:00.000;1;12285;NULL;3578,27;286,2616;89,4568;3953,9884
SO44735;2011-11-11 00:00:00.000;2011-11-06 00:00:00.000;1;28673;NULL;3578,27;286,2616;89,4568;3953,9884
SO44736;2011-11-11 00:00:00.000;2011-11-06 00:00:00.000;1;14634;NULL;699,0982;55,9279;17,4775;772,5036
SO44737;2011-11-11 00:00:00.000;2011-11-06 00:00:00.000;1;18242;NULL;3578,27;286,2616;89,4568;3953,9884
SO44738;2011-11-11 00:00:00.000;2011-11-06 00:00:00.000;1;18252;NULL;3578,27;286,2616;89,4568;3953,9884
SO44739;2011-11-11 00:00:00.000;2011-11-06 00:00:00.000;1;18202;NULL;3578,27;286,2616;89,4568;3953,9884
SO44740;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29592;275;6641,1311;637,5007;199,219;7477,8508
SO44741;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29632;283;4079,988;391,6788;122,3996;4594,0664
SO44742;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29967;277;40149,6431;3850,4499;1203,2656;45203,3586
SO44743;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29622;283;42254,5844;4066,1825;1270,682;47591,4489
SO44744;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29714;282;29751,2786;2851,9856;891,2455;33494,5097
SO44745;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29950;282;26171,9347;2521,4019;787,9381;29481,2747
SO44746;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29803;282;14290,1984;1371,4835;428,5886;16090,2705
SO44747;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29969;278;10393,2366;997,3847;311,6827;11702,304
SO44748;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29508;277;874,794;83,9802;26,2438;985,018
SO44749;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29639;282;45851,7478;4401,1682;1375,3651;51628,2811
SO44750;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29722;282;88977,3784;8579,0689;2680,959;100237,4063
SO44751;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29914;281;477,8806;45,7665;14,302;537,9491
SO44752;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29673;276;12962,4843;1243,5426;388,6071;14594,634
SO44753;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29944;276;2292,5087;225,0756;70,3361;2587,9204
SO44754;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29659;277;10830,1496;1041,7339;325,5419;12197,4254
SO44755;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;30090;277;28416,3962;2731,2648;853,5203;32001,1813
SO44756;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29708;277;14008,6057;1349,8518;421,8287;15780,2862
SO44757;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29748;281;37591,6521;3616,5581;1130,1744;42338,3846
SO44758;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29651;277;25618,7006;2460,7397;768,9812;28848,4215
SO44759;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29655;275;6135,9224;588,6198;183,9437;6908,4859
SO44760;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29897;281;5202,6366;501,8763;156,8364;5861,3493
SO44761;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29504;279;82101,9756;7899,5185;2468,5995;92470,0936
SO44762;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29690;281;92832,3445;8924,168;2788,8025;104545,315
SO44763;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29721;279;3356,1637;331,1415;103,4817;3790,7869
SO44764;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29681;279;2133,1707;204,7844;63,9951;2401,9502
SO44765;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29577;278;5821,11;558,2675;174,4586;6553,8361
SO44766;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29755;278;4102,788;393,6548;123,0171;4619,4599
SO44767;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29769;277;30609,7234;2937,7418;918,0443;34465,5095
SO44768;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;30106;277;21596,2123;2075,4606;648,5814;24320,2543
SO44769;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;30068;279;183,9382;18,1486;5,6714;207,7582
SO44770;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29686;281;10382,8636;996,4857;311,4018;11690,7511
SO44771;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29921;280;69681,6887;6689,0216;2090,3192;78461,0295
SO44772;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29486;277;67369,2136;6473,0955;2022,8424;75865,1515
SO44773;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29740;282;20847,928;1999,8143;624,942;23472,6843
SO44774;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29649;278;12455,2805;1192,6689;372,709;14020,6584
SO44775;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;30013;279;2203,0738;211,1775;65,993;2480,2443
SO44776;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29938;276;47370,7652;4549,7243;1421,7888;53342,2783
SO44777;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29525;276;99502,0328;9573,5864;2991,7457;112067,3649
SO44778;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29746;275;42894,3431;4124,1171;1288,7866;48307,2468
SO44779;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29685;279;32572,704;3126,7668;977,1146;36676,5854
SO44780;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29883;276;25631,9999;2464,735;770,2297;28866,9646
SO44781;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29982;276;424,6454;40,7176;12,7242;478,0872
SO44782;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29581;275;29226,2517;2810,568;878,3025;32915,1222
SO44783;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29834;281;29614,2125;2839,3188;887,2871;33340,8184
SO44784;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29669;275;2604,0653;249,845;78,0766;2931,9869
SO44785;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29674;277;144,202;12,4975;3,9055;160,605
SO44786;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29518;279;2342,1149;231,0887;72,2152;2645,4188
SO44787;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29702;277;46173,7216;4443,0164;1388,4426;52005,1806
SO44788;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29710;276;86796,1574;8357,7862;2611,8082;97765,7518
SO44789;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29498;275;776,3569;75,482;23,5881;875,427
SO44790;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29788;276;838,9178;80,5361;25,1675;944,6214
SO44791;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29637;277;14494,3943;1393,5686;435,4902;16323,4531
SO44792;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29810;283;34753,5572;3334,5876;1042,0586;39130,2034
SO44793;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29872;277;2133,1707;204,7844;63,9951;2401,9502
SO44794;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29915;283;4049,988;388,7988;121,4996;4560,2864
SO44795;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29562;281;104111,5156;10104,0859;3157,5268;117373,1283
SO44796;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29531;276;13673,8182;1312,6866;410,2146;15396,7194
SO44797;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29966;275;59944,5457;5770,8753;1803,3985;67518,8195
SO44798;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;30088;279;33438,7697;3209,0239;1002,82;37650,6136
SO44799;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29642;279;40706,7309;3924,2725;1226,3352;45857,3386
SO44800;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29487;275;17107,4924;1644,2333;513,8229;19265,5486
SO44801;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29715;279;48156,2081;4631,2045;1447,2514;54234,664
SO44802;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;0;29808;279;4811,5349;460,7338;143,9793;5416,248
SO44803;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;1;12383;NULL;3578,27;286,2616;89,4568;3953,9884
SO44804;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;1;28829;NULL;3578,27;286,2616;89,4568;3953,9884
SO44805;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;1;29011;NULL;3578,27;286,2616;89,4568;3953,9884
SO44806;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;1;18452;NULL;3578,27;286,2616;89,4568;3953,9884
SO44807;2011-11-12 00:00:00.000;2011-11-07 00:00:00.000;1;11365;NULL;3374,99;269,9992;84,3748;3729,364
SO44808;2011-11-13 00:00:00.000;2011-11-08 00:00:00.000;1;13836;NULL;3578,27;286,2616;89,4568;3953,9884
SO44809;2011-11-13 00:00:00.000;2011-11-08 00:00:00.000;1;20552;NULL;699,0982;55,9279;17,4775;772,5036
SO44810;2011-11-13 00:00:00.000;2011-11-08 00:00:00.000;1;29126;NULL;3578,27;286,2616;89,4568;3953,9884
SO44811;2011-11-13 00:00:00.000;2011-11-08 00:00:00.000;1;22732;NULL;3578,27;286,2616;89,4568;3953,9884
SO44812;2011-11-13 00:00:00.000;2011-11-08 00:00:00.000;1;28988;NULL;3578,27;286,2616;89,4568;3953,9884
SO44813;2011-11-13 00:00:00.000;2011-11-08 00:00:00.000;1;18695;NULL;3578,27;286,2616;89,4568;3953,9884
SO44814;2011-11-13 00:00:00.000;2011-11-08 00:00:00.000;1;18281;NULL;3578,27;286,2616;89,4568;3953,9884
SO44815;2011-11-13 00:00:00.000;2011-11-08 00:00:00.000;1;11444;NULL;3374,99;269,9992;84,3748;3729,364
SO44816;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;12321;NULL;3578,27;286,2616;89,4568;3953,9884
SO44817;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;14777;NULL;3578,27;286,2616;89,4568;3953,9884
SO44818;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;28827;NULL;3578,27;286,2616;89,4568;3953,9884
SO44819;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;28853;NULL;3578,27;286,2616;89,4568;3953,9884
SO44820;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;25972;NULL;3374,99;269,9992;84,3748;3729,364
SO44821;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;25975;NULL;3399,99;271,9992;84,9998;3756,989
SO44822;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;18486;NULL;3578,27;286,2616;89,4568;3953,9884
SO44823;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;18488;NULL;3578,27;286,2616;89,4568;3953,9884
SO44824;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;18694;NULL;3578,27;286,2616;89,4568;3953,9884
SO44825;2011-11-14 00:00:00.000;2011-11-09 00:00:00.000;1;18309;NULL;3578,27;286,2616;89,4568;3953,9884
SO44826;2011-11-15 00:00:00.000;2011-11-10 00:00:00.000;1;12308;NULL;3578,27;286,2616;89,4568;3953,9884
SO44827;2011-11-15 00:00:00.000;2011-11-10 00:00:00.000;1;25973;NULL;3399,99;271,9992;84,9998;3756,989
SO44828;2011-11-15 00:00:00.000;2011-11-10 00:00:00.000;1;28997;NULL;3578,27;286,2616;89,4568;3953,9884
SO44829;2011-11-15 00:00:00.000;2011-11-10 00:00:00.000;1;14643;NULL;699,0982;55,9279;17,4775;772,5036
SO44830;2011-11-15 00:00:00.000;2011-11-10 00:00:00.000;1;18337;NULL;3578,27;286,2616;89,4568;3953,9884
SO44831;2011-11-16 00:00:00.000;2011-11-11 00:00:00.000;1;29467;NULL;3374,99;269,9992;84,3748;3729,364
SO44832;2011-11-16 00:00:00.000;2011-11-11 00:00:00.000;1;28804;NULL;3578,27;286,2616;89,4568;3953,9884
SO44833;2011-11-16 00:00:00.000;2011-11-11 00:00:00.000;1;28842;NULL;3578,27;286,2616;89,4568;3953,9884
SO44834;2011-11-16 00:00:00.000;2011-11-11 00:00:00.000;1;25952;NULL;3374,99;269,9992;84,3748;3729,364
SO44835;2011-11-16 00:00:00.000;2011-11-11 00:00:00.000;1;18338;NULL;3578,27;286,2616;89,4568;3953,9884
SO44836;2011-11-16 00:00:00.000;2011-11-11 00:00:00.000;1;18465;NULL;3578,27;286,2616;89,4568;3953,9884
